cell,arm,build,initiator,run,ms,flush_ms,exit,drain,valid
wm_grpc_small,mac_init,f35702a,mac,1,1682,164,0,drained_8s,yes
wm_grpc_small,win_init,f35702a,win,1,1524,164,0,drained_8s,yes
wm_grpc_small,mac_init,f35702a,mac,2,1516,164,0,drained_8s,yes
wm_grpc_small,win_init,f35702a,win,2,1519,160,0,drained_6s,yes
wm_grpc_small,mac_init,f35702a,mac,3,1491,164,0,drained_6s,yes
wm_grpc_small,win_init,f35702a,win,3,1497,160,0,drained_8s,yes
wm_grpc_small,mac_init,f35702a,mac,4,1475,166,0,drained_8s,yes
wm_grpc_small,win_init,f35702a,win,4,1636,162,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,1,1690,667,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,1,1479,650,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,2,1417,645,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,2,1450,655,0,drained_6s,yes
mw_tcp_mixed,mac_init,f35702a,mac,3,1402,655,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,3,1751,680,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,4,1414,651,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,4,1475,656,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,1,1268,81,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,1,923,81,0,drained_6s,yes
wm_tcp_mixed,mac_init,f35702a,mac,2,1192,79,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,2,920,81,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,3,1238,80,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,3,997,83,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,4,1205,82,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,4,955,83,0,drained_6s,yes
mw_grpc_mixed,mac_init,f35702a,mac,1,1789,680,0,drained_8s,yes
mw_grpc_mixed,win_init,f35702a,win,1,1830,679,0,drained_8s,yes
mw_grpc_mixed,mac_init,f35702a,mac,2,1800,685,0,drained_6s,yes
mw_grpc_mixed,win_init,f35702a,win,2,1872,681,0,drained_6s,yes
mw_grpc_mixed,mac_init,f35702a,mac,3,1783,695,0,drained_8s,yes
mw_grpc_mixed,win_init,f35702a,win,3,1844,671,0,drained_8s,yes
mw_grpc_mixed,mac_init,f35702a,mac,4,1832,667,0,drained_6s,yes
mw_grpc_mixed,win_init,f35702a,win,4,1812,675,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,1,1412,81,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,1,1346,76,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,2,1302,82,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,2,1369,80,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,3,1374,69,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,3,1360,80,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,4,1438,83,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,4,1441,84,0,drained_8s,yes
