cell,arm,build,initiator,run,ms,flush_ms,exit,drain,valid
wm_tcp_large,mac_init,f35702a,mac,1,945,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,1,953,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,2,943,0,0,drained_8s,yes
wm_tcp_large,win_init,f35702a,win,2,932,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,3,944,0,0,drained_8s,yes
wm_tcp_large,win_init,f35702a,win,3,934,0,0,drained_8s,yes
wm_tcp_large,mac_init,f35702a,mac,4,940,0,0,drained_8s,yes
wm_tcp_large,win_init,f35702a,win,4,938,0,0,drained_8s,yes
wm_tcp_large,mac_init,f35702a,mac,5,940,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,5,915,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,6,924,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,6,913,0,0,drained_8s,yes
wm_tcp_large,mac_init,f35702a,mac,7,917,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,7,914,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,8,918,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,8,916,0,0,drained_6s,yes
mw_tcp_mixed,mac_init,f35702a,mac,1,2004,670,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,1,1635,673,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,2,1629,666,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,2,1867,676,0,drained_6s,yes
mw_tcp_mixed,mac_init,f35702a,mac,3,1620,665,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,3,1681,654,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,4,1774,665,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,4,1630,667,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,5,1840,654,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,5,1637,649,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,6,1688,660,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,6,1568,656,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,7,1646,663,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,7,1611,655,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,8,1615,661,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,8,1571,657,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,1,1093,72,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,1,837,71,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,2,1024,71,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,2,825,71,0,drained_6s,yes
wm_tcp_mixed,mac_init,f35702a,mac,3,1038,70,0,drained_6s,yes
wm_tcp_mixed,win_init,f35702a,win,3,860,70,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,4,1026,70,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,4,836,75,0,drained_6s,yes
wm_tcp_mixed,mac_init,f35702a,mac,5,1027,61,0,drained_6s,yes
wm_tcp_mixed,win_init,f35702a,win,5,752,71,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,6,1062,62,0,drained_6s,yes
wm_tcp_mixed,win_init,f35702a,win,6,838,69,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,7,1031,62,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,7,828,63,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,8,1028,70,0,drained_6s,yes
wm_tcp_mixed,win_init,f35702a,win,8,755,70,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,1,1172,72,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,1,1128,70,0,drained_6s,yes
wm_grpc_mixed,mac_init,f35702a,mac,2,1174,73,0,drained_6s,yes
wm_grpc_mixed,win_init,f35702a,win,2,1115,72,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,3,1149,64,0,drained_6s,yes
wm_grpc_mixed,win_init,f35702a,win,3,1102,61,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,4,1108,65,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,4,1161,61,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,5,1146,66,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,5,1116,70,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,6,1120,71,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,6,1139,61,0,drained_6s,yes
wm_grpc_mixed,mac_init,f35702a,mac,7,1127,88,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,7,1121,69,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,8,1144,74,0,drained_6s,yes
wm_grpc_mixed,win_init,f35702a,win,8,1125,61,0,drained_8s,yes
