cell,arm,build,initiator,run,ms,flush_ms,exit,drain,valid
wm_tcp_large,mac_init,f35702a,mac,1,960,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,1,948,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,2,982,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,2,944,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,3,975,0,0,drained_8s,yes
wm_tcp_large,win_init,f35702a,win,3,1046,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,4,963,0,0,drained_8s,yes
wm_tcp_large,win_init,f35702a,win,4,964,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,5,954,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,5,945,0,0,drained_8s,yes
wm_tcp_large,mac_init,f35702a,mac,6,956,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,6,943,0,0,drained_8s,yes
wm_tcp_large,mac_init,f35702a,mac,7,960,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,7,952,0,0,drained_6s,yes
wm_tcp_large,mac_init,f35702a,mac,8,960,0,0,drained_6s,yes
wm_tcp_large,win_init,f35702a,win,8,945,0,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,1,1615,673,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,1,1651,655,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,2,1705,676,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,2,1637,664,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,3,1756,666,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,3,1649,672,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,4,1567,665,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,4,1645,670,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,5,1599,664,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,5,1574,654,0,drained_6s,yes
mw_tcp_mixed,mac_init,f35702a,mac,6,1748,662,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,6,1753,656,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,7,1594,664,0,drained_8s,yes
mw_tcp_mixed,win_init,f35702a,win,7,1604,676,0,drained_8s,yes
mw_tcp_mixed,mac_init,f35702a,mac,8,1582,658,0,drained_6s,yes
mw_tcp_mixed,win_init,f35702a,win,8,1545,658,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,1,1126,71,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,1,853,70,0,drained_6s,yes
wm_tcp_mixed,mac_init,f35702a,mac,2,1056,72,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,2,716,70,0,drained_6s,yes
wm_tcp_mixed,mac_init,f35702a,mac,3,1063,73,0,drained_6s,yes
wm_tcp_mixed,win_init,f35702a,win,3,856,72,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,4,1097,71,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,4,734,74,0,drained_6s,yes
wm_tcp_mixed,mac_init,f35702a,mac,5,1110,73,0,drained_6s,yes
wm_tcp_mixed,win_init,f35702a,win,5,803,68,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,6,1074,71,0,drained_6s,yes
wm_tcp_mixed,win_init,f35702a,win,6,875,61,0,drained_8s,yes
wm_tcp_mixed,mac_init,f35702a,mac,7,1067,66,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,7,829,61,0,drained_6s,yes
wm_tcp_mixed,mac_init,f35702a,mac,8,1069,73,0,drained_8s,yes
wm_tcp_mixed,win_init,f35702a,win,8,831,73,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,1,1204,73,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,1,1194,71,0,drained_6s,yes
wm_grpc_mixed,mac_init,f35702a,mac,2,1133,62,0,drained_6s,yes
wm_grpc_mixed,win_init,f35702a,win,2,1198,70,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,3,1332,64,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,3,1159,60,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,4,1173,64,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,4,1157,64,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,5,1207,72,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,5,1161,70,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,6,1144,76,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,6,1150,72,0,drained_6s,yes
wm_grpc_mixed,mac_init,f35702a,mac,7,1196,72,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,7,1128,73,0,drained_8s,yes
wm_grpc_mixed,mac_init,f35702a,mac,8,1152,65,0,drained_8s,yes
wm_grpc_mixed,win_init,f35702a,win,8,1160,62,0,drained_8s,yes
