cell,arm,build,initiator,run,ms,flush_ms,exit,drain,valid
mw_grpc_small,mac_init,e21cf84,mac,1,2377,797,0,drained_8s,yes
mw_grpc_small,win_init,e21cf84,win,1,2334,795,0,drained_8s,yes
mw_grpc_small,mac_init,e21cf84,mac,2,2325,794,0,drained_8s,yes
mw_grpc_small,win_init,e21cf84,win,2,2190,784,0,drained_8s,yes
mw_grpc_small,mac_init,e21cf84,mac,3,2197,805,0,drained_8s,yes
mw_grpc_small,win_init,e21cf84,win,3,2265,788,0,drained_6s,yes
mw_grpc_small,mac_init,e21cf84,mac,4,2094,628,0,drained_6s,yes
mw_grpc_small,win_init,e21cf84,win,4,2096,654,0,drained_62s,yes
wm_grpc_small,mac_init,e21cf84,mac,1,1435,172,0,drained_8s,yes
wm_grpc_small,win_init,e21cf84,win,1,1326,170,0,drained_6s,yes
wm_grpc_small,mac_init,e21cf84,mac,2,1347,172,0,drained_8s,yes
wm_grpc_small,win_init,e21cf84,win,2,1329,203,0,drained_6s,yes
wm_grpc_small,mac_init,e21cf84,mac,3,1333,178,0,drained_8s,yes
wm_grpc_small,win_init,e21cf84,win,3,1302,173,0,drained_6s,yes
wm_grpc_small,mac_init,e21cf84,mac,4,1403,180,0,drained_6s,yes
wm_grpc_small,win_init,e21cf84,win,4,1327,172,0,drained_8s,yes
mw_tcp_mixed,mac_init,e21cf84,mac,1,1521,656,0,drained_8s,yes
mw_tcp_mixed,win_init,e21cf84,win,1,1489,645,0,drained_8s,yes
mw_tcp_mixed,mac_init,e21cf84,mac,2,1654,673,0,drained_8s,yes
mw_tcp_mixed,win_init,e21cf84,win,2,1516,651,0,drained_8s,yes
mw_tcp_mixed,mac_init,e21cf84,mac,3,1463,657,0,drained_6s,yes
mw_tcp_mixed,win_init,e21cf84,win,3,1486,650,0,drained_6s,yes
mw_tcp_mixed,mac_init,e21cf84,mac,4,1718,653,0,drained_8s,yes
mw_tcp_mixed,win_init,e21cf84,win,4,1846,660,0,drained_8s,yes
wm_tcp_mixed,mac_init,e21cf84,mac,1,1214,84,0,drained_8s,yes
wm_tcp_mixed,win_init,e21cf84,win,1,916,82,0,drained_6s,yes
wm_tcp_mixed,mac_init,e21cf84,mac,2,1129,84,0,drained_8s,yes
wm_tcp_mixed,win_init,e21cf84,win,2,897,74,0,drained_6s,yes
wm_tcp_mixed,mac_init,e21cf84,mac,3,1125,89,0,drained_8s,yes
wm_tcp_mixed,win_init,e21cf84,win,3,907,83,0,drained_6s,yes
wm_tcp_mixed,mac_init,e21cf84,mac,4,1122,84,0,drained_6s,yes
wm_tcp_mixed,win_init,e21cf84,win,4,927,88,0,drained_6s,yes
mw_grpc_mixed,mac_init,e21cf84,mac,1,1838,677,0,drained_8s,yes
mw_grpc_mixed,win_init,e21cf84,win,1,1834,674,0,drained_6s,yes
mw_grpc_mixed,mac_init,e21cf84,mac,2,1820,684,0,drained_6s,yes
mw_grpc_mixed,win_init,e21cf84,win,2,1864,660,0,drained_8s,yes
mw_grpc_mixed,mac_init,e21cf84,mac,3,1810,651,0,drained_8s,yes
mw_grpc_mixed,win_init,e21cf84,win,3,1839,673,0,drained_8s,yes
mw_grpc_mixed,mac_init,e21cf84,mac,4,1890,680,0,drained_8s,yes
mw_grpc_mixed,win_init,e21cf84,win,4,1845,677,0,drained_6s,yes
wm_grpc_mixed,mac_init,e21cf84,mac,1,1270,69,0,drained_6s,yes
wm_grpc_mixed,win_init,e21cf84,win,1,1250,85,0,drained_6s,yes
wm_grpc_mixed,mac_init,e21cf84,mac,2,1208,85,0,drained_6s,yes
wm_grpc_mixed,win_init,e21cf84,win,2,1240,86,0,drained_6s,yes
wm_grpc_mixed,mac_init,e21cf84,mac,3,1272,85,0,drained_6s,yes
wm_grpc_mixed,win_init,e21cf84,win,3,1274,83,0,drained_8s,yes
wm_grpc_mixed,mac_init,e21cf84,mac,4,1222,88,0,drained_6s,yes
wm_grpc_mixed,win_init,e21cf84,win,4,1294,86,0,drained_8s,yes
