cell,pair,initiator,run_id,session_id,source_endpoint,destination_endpoint,client_endpoint,duration_ms,throughput_mib_s,floor_streams,peak_streams,final_streams,receiver_ceiling,accepted_adds,accepted_removes,sample_count,sample_observation,operations,reason_counts,reason_sequence,source_complete_elapsed_ns,destination_complete_elapsed_ns,client_complete_elapsed_ns,review_reasons,arm_verdict,source_path,active_destination_path,archive_path,landed_manifest,landed_manifest_sha256,source_trace,destination_trace
q_to_windows_horizon,1,source_init,ldt4-001,5760f3eede7b406e,q,netwatch-01,q,47661,859.403,4,4,1,32,0,3,43,sampled,"[{""epoch"":1,""action"":""REMOVE"",""target_streams"":3},{""epoch"":2,""action"":""REMOVE"",""target_streams"":2},{""epoch"":3,""action"":""REMOVE"",""target_streams"":1}]","{""bound"":13,""cooldown"":9,""idle"":1,""rebaseline"":3,""remove"":3,""sustain"":14}","[""cooldown"",""cooldown"",""cooldown"",""idle"",""sustain"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain""]",47638763042,47640249700,47638763042,"[""NO_ACCEPTED_ADD_ABOVE_FLOOR""]",REVIEW_REQUIRED,/Volumes/Apps/blit-ldt4-f13/staging/fixtures/src_horizon,D:/blit-test/ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/active/horizon,D:/blit-test/ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/retained/ldt4-001,manifests/landed/ldt4-001.csv,df87fa1a8df6c455563232cafa0b2092d4f57771f798e74b86c3d67ac71f0c4d,endpoint/q/ldt4-001/client.err,endpoint/windows/ldt4-001/daemon.err
q_to_windows_horizon,1,destination_init,ldt4-002,a76ddd2ca7c45bee,q,netwatch-01,netwatch-01,47740,857.981,4,4,1,32,0,3,42,sampled,"[{""epoch"":1,""action"":""REMOVE"",""target_streams"":3},{""epoch"":2,""action"":""REMOVE"",""target_streams"":2},{""epoch"":3,""action"":""REMOVE"",""target_streams"":1}]","{""bound"":13,""cooldown"":9,""hysteresis"":1,""rebaseline"":3,""remove"":3,""sustain"":13}","[""cooldown"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""hysteresis"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound""]",47708668167,47709117900,47709117900,"[""NO_ACCEPTED_ADD_ABOVE_FLOOR""]",REVIEW_REQUIRED,/Volumes/Apps/blit-ldt4-f13/staging/fixtures/src_horizon,D:/blit-test/ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/active/horizon,D:/blit-test/ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/retained/ldt4-002,manifests/landed/ldt4-002.csv,df87fa1a8df6c455563232cafa0b2092d4f57771f798e74b86c3d67ac71f0c4d,endpoint/q/ldt4-002/daemon.err,endpoint/windows/ldt4-002/client.err
windows_to_q_horizon,1,destination_init,ldt4-003,7685b82c3e724958,netwatch-01,q,q,45282,904.554,4,10,10,32,6,0,31,sampled,"[{""epoch"":1,""action"":""ADD"",""target_streams"":5},{""epoch"":2,""action"":""ADD"",""target_streams"":6},{""epoch"":3,""action"":""ADD"",""target_streams"":7},{""epoch"":4,""action"":""ADD"",""target_streams"":8},{""epoch"":5,""action"":""ADD"",""target_streams"":9},{""epoch"":6,""action"":""ADD"",""target_streams"":10}]","{""add"":6,""cheap-up"":6,""cooldown"":10,""hysteresis"":4,""rebaseline"":5}","[""hysteresis"",""cheap-up"",""hysteresis"",""hysteresis"",""cheap-up"",""cheap-up"",""cheap-up"",""hysteresis"",""cheap-up"",""cheap-up"",""add"",""rebaseline"",""cooldown"",""cooldown"",""add"",""rebaseline"",""cooldown"",""cooldown"",""add"",""rebaseline"",""cooldown"",""cooldown"",""add"",""rebaseline"",""cooldown"",""cooldown"",""add"",""rebaseline"",""cooldown"",""cooldown"",""add""]",45255821300,45261500917,45261500917,[],HORIZON_ADD_ACCEPTED,D:/blit-test/ldt4-f13/staging/fixtures/src_horizon,/Volumes/Apps/blit-ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/active/horizon,/Volumes/Apps/blit-ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/retained/ldt4-003,manifests/landed/ldt4-003.csv,df87fa1a8df6c455563232cafa0b2092d4f57771f798e74b86c3d67ac71f0c4d,endpoint/windows/ldt4-003/daemon.err,endpoint/q/ldt4-003/client.err
windows_to_q_horizon,1,source_init,ldt4-004,b9265af8c612c583,netwatch-01,q,netwatch-01,34710,1180.063,4,4,1,32,0,3,31,sampled,"[{""epoch"":1,""action"":""REMOVE"",""target_streams"":3},{""epoch"":2,""action"":""REMOVE"",""target_streams"":2},{""epoch"":3,""action"":""REMOVE"",""target_streams"":1}]","{""bound"":8,""cooldown"":9,""rebaseline"":3,""remove"":3,""sustain"":8}","[""cooldown"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""remove"",""rebaseline"",""cooldown"",""cooldown"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain"",""bound"",""sustain""]",34675113600,34680700708,34675113600,"[""NO_ACCEPTED_ADD_ABOVE_FLOOR""]",REVIEW_REQUIRED,D:/blit-test/ldt4-f13/staging/fixtures/src_horizon,/Volumes/Apps/blit-ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/active/horizon,/Volumes/Apps/blit-ldt4-f13/sessions/ldt4-20260722T022350Z-7050a2997ac5/retained/ldt4-004,manifests/landed/ldt4-004.csv,df87fa1a8df6c455563232cafa0b2092d4f57771f798e74b86c3d67ac71f0c4d,endpoint/windows/ldt4-004/client.err,endpoint/q/ldt4-004/daemon.err
