block,run_id,cell,pair,role,phase,sample,q_before_ns,windows_ns,q_after_ns,rtt_ns,offset_windows_minus_q_ns
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,source_init,after,1,1784151030400225000,1784151026062383100,1784151030674842000,274617000,-4475150400
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,source_init,after,2,1784151030675745000,1784151026068468400,1784151030676696000,951000,-4607752100
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,source_init,after,3,1784151030677093000,1784151026069684300,1784151030677794000,701000,-4607759200
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,destination_init,before,1,1784151038107094000,1784151033783480100,1784151038396157000,289063000,-4468145400
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,destination_init,before,2,1784151038397066000,1784151033789532100,1784151038397568000,502000,-4607784900
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,destination_init,before,3,1784151038397853000,1784151033790253900,1784151038398212000,359000,-4607778600
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,destination_init,after,1,1784151039654415000,1784151035316188900,1784151039928748000,274333000,-4475392600
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,destination_init,after,2,1784151039929649000,1784151035322242000,1784151039930451000,802000,-4607808000
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,destination_init,after,3,1784151039930848000,1784151035323394900,1784151039931554000,706000,-4607806100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,source_init,before,1,1784151124220323000,1784151119901286500,1784151124515154000,294831000,-4466452000
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,source_init,before,2,1784151124515993000,1784151119907762000,1784151124516457000,464000,-4608463000
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,source_init,before,3,1784151124516737000,1784151119908472300,1784151124517108000,371000,-4608450200
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,source_init,after,1,1784151126097020000,1784151121759538600,1784151126372605000,275585000,-4475273900
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,source_init,after,2,1784151126373406000,1784151121765263600,1784151126374060000,654000,-4608469400
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,source_init,after,3,1784151126374297000,1784151121766074400,1784151126374836000,539000,-4608492100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,destination_init,before,1,1784151133816141000,1784151129493556900,1784151134107599000,291458000,-4468313100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,destination_init,before,2,1784151134108422000,1784151129500145300,1784151134108935000,513000,-4608533200
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,destination_init,before,3,1784151134109219000,1784151129500870400,1784151134109580000,361000,-4608529100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,destination_init,after,1,1784151135360902000,1784151131022612700,1784151135635806000,274904000,-4475741300
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,destination_init,after,2,1784151135636703000,1784151131028550400,1784151135637506000,803000,-4608554100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,5,destination_init,after,3,1784151135637872000,1784151131029597400,1784151135638540000,668000,-4608608600
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,source_init,before,1,1784151142723819000,1784151138401771800,1784151143015230000,291411000,-4467752700
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,source_init,before,2,1784151143016104000,1784151138407727200,1784151143016579000,475000,-4608614300
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,source_init,before,3,1784151143016862000,1784151138408471000,1784151143017269000,407000,-4608594500
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,source_init,after,1,1784151144025598000,1784151139687859900,1784151144301026000,275428000,-4475452100
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,source_init,after,2,1784151144301785000,1784151139693397600,1784151144302228000,443000,-4608608900
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,source_init,after,3,1784151144302511000,1784151139694075400,1784151144302872000,361000,-4608616100
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,destination_init,before,1,1784151154172360000,1784151149849260600,1784151154463547000,291187000,-4468692900
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,destination_init,before,2,1784151154464238000,1784151149855857500,1784151154464888000,650000,-4608705500
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,destination_init,before,3,1784151154465068000,1784151149856574200,1784151154465482000,414000,-4608700800
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,destination_init,after,1,1784151155896243000,1784151151558460700,1784151156171748000,275505000,-4475534800
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,destination_init,after,2,1784151156172388000,1784151151563945300,1784151156172934000,546000,-4608715700
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,5,destination_init,after,3,1784151156173225000,1784151151564701100,1784151156173547000,322000,-4608684900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,source_init,before,1,1784151165357837000,1784151161032521500,1784151165646313000,288476000,-4469553500
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,source_init,before,2,1784151165647198000,1784151161038659300,1784151165647695000,497000,-4608787200
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,source_init,before,3,1784151165647942000,1784151161039325600,1784151165648273000,331000,-4608781900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,source_init,after,1,1784151167443142000,1784151163111637600,1784151167725101000,281959000,-4472483900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,source_init,after,2,1784151167725885000,1784151163117446100,1784151167726649000,764000,-4608820900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,source_init,after,3,1784151167726991000,1784151163118464300,1784151167727581000,590000,-4608821700
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,destination_init,before,1,1784151174216795000,1784151169890972300,1784151174505263000,288468000,-4470056700
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,destination_init,before,2,1784151174506115000,1784151169897528200,1784151174506646000,531000,-4608852300
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,destination_init,before,3,1784151174506933000,1784151169898274300,1784151174507302000,369000,-4608843200
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,destination_init,after,1,1784151175852009000,1784151171515871600,1784151176129289000,277280000,-4474777400
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,destination_init,after,2,1784151176130022000,1784151171521456100,1784151176130526000,504000,-4608817900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,5,destination_init,after,3,1784151176130780000,1784151171522165800,1784151176131232000,452000,-4608840200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,source_init,before,1,1784151182816361000,1784151178491358300,1784151183105773000,289412000,-4469708700
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,source_init,before,2,1784151183106689000,1784151178498023800,1784151183107223000,534000,-4608932200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,source_init,before,3,1784151183107502000,1784151178498744700,1784151183107847000,345000,-4608929800
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,source_init,after,1,1784151184907155000,1784151180571259300,1784151185184801000,277646000,-4474718700
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,source_init,after,2,1784151185185609000,1784151180576983400,1784151185186204000,595000,-4608923100
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,source_init,after,3,1784151185186493000,1784151180577799300,1784151185186966000,473000,-4608930200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,destination_init,before,1,1784151192250148000,1784151187926520100,1784151192541084000,290936000,-4469095900
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,destination_init,before,2,1784151192541916000,1784151187933177400,1784151192542428000,512000,-4608994600
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,destination_init,before,3,1784151192542719000,1784151187933902300,1784151192543086000,367000,-4609000200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,destination_init,after,1,1784151193958940000,1784151189618536000,1784151194232155000,273215000,-4477011500
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,destination_init,after,2,1784151194232880000,1784151189624740600,1784151194234129000,1249000,-4608763900
3,20260715T211759Z.30531-b3-on,wm_tcp_large,5,destination_init,after,3,1784151194234415000,1784151189625621800,1784151194234795000,380000,-4608983200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,destination_init,before,1,1784151218075453000,1784151213750428800,1784151218366112000,290659000,-4470353700
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,destination_init,before,2,1784151218367031000,1784151213758123300,1784151218367582000,551000,-4609183200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,destination_init,before,3,1784151218367834000,1784151213758804600,1784151218368179000,345000,-4609201900
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,destination_init,after,1,1784151219774839000,1784151215433334300,1784151220046996000,272157000,-4477583200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,destination_init,after,2,1784151220047656000,1784151215438676300,1784151220048067000,411000,-4609185200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,destination_init,after,3,1784151220048291000,1784151215439224000,1784151220048599000,308000,-4609221000
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,source_init,before,1,1784151226358607000,1784151222038716900,1784151226652870000,294263000,-4467021600
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,source_init,before,2,1784151226653625000,1784151222044593800,1784151226654081000,456000,-4609259200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,source_init,before,3,1784151226654329000,1784151222045222600,1784151226654659000,330000,-4609271400
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,source_init,after,1,1784151228454296000,1784151224114594400,1784151228728428000,274132000,-4476767600
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,source_init,after,2,1784151228729121000,1784151224120073200,1784151228729536000,415000,-4609255300
3,20260715T211759Z.30531-b3-on,wm_tcp_large,6,source_init,after,3,1784151228729763000,1784151224120642700,1784151228730108000,345000,-4609292800
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,destination_init,before,1,1784151235870717000,1784151231549941900,1784151236164689000,293972000,-4467761100
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,destination_init,before,2,1784151236165571000,1784151231556487700,1784151236166093000,522000,-4609344300
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,destination_init,before,3,1784151236166382000,1784151231557215700,1784151236166737000,355000,-4609343800
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,destination_init,after,1,1784151237473918000,1784151233134087900,1784151237747869000,273951000,-4476805600
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,destination_init,after,2,1784151237748434000,1784151233139316500,1784151237748817000,383000,-4609309000
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,destination_init,after,3,1784151237748954000,1784151233139778000,1784151237749290000,336000,-4609344000
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,source_init,before,1,1784151243390051000,1784151239062990400,1784151243677954000,287903000,-4471012100
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,source_init,before,2,1784151243678784000,1784151239069614300,1784151243679240000,456000,-4609397700
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,source_init,before,3,1784151243679534000,1784151239070337700,1784151243679933000,399000,-4609395800
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,source_init,after,1,1784151245482728000,1784151241152036600,1784151245766331000,283603000,-4472492900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,source_init,after,2,1784151245767191000,1784151241158685000,1784151245768782000,1591000,-4609301500
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,6,source_init,after,3,1784151245769197000,1784151241160168700,1784151245769992000,795000,-4609425800
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,destination_init,before,1,1784151253632737000,1784151249308440400,1784151253923604000,290867000,-4469730100
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,destination_init,before,2,1784151253924399000,1784151249315176600,1784151253924933000,534000,-4609489400
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,destination_init,before,3,1784151253925231000,1784151249315916600,1784151253925575000,344000,-4609486400
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,destination_init,after,1,1784151255306089000,1784151250967651600,1784151255581812000,275723000,-4476298900
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,destination_init,after,2,1784151255582653000,1784151250973394000,1784151255583134000,481000,-4609499500
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,destination_init,after,3,1784151255583371000,1784151250974077300,1784151255583769000,398000,-4609492700
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,source_init,before,1,1784151266205904000,1784151261886708300,1784151266501671000,295767000,-4467079200
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,source_init,before,2,1784151266502518000,1784151261893186900,1784151266503025000,507000,-4609584600
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,source_init,before,3,1784151266503304000,1784151261893883900,1784151266503655000,351000,-4609595600
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,source_init,after,1,1784151267553498000,1784151263212505600,1784151267826548000,273050000,-4477517400
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,source_init,after,2,1784151267827301000,1784151263217947900,1784151267827719000,418000,-4609562100
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,6,source_init,after,3,1784151267827952000,1784151263218527700,1784151267828345000,393000,-4609620800
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,destination_init,before,1,1784151276386152000,1784151272063427400,1784151276678467000,292315000,-4468882100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,destination_init,before,2,1784151276679287000,1784151272069854100,1784151276679762000,475000,-4609670400
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,destination_init,before,3,1784151276680062000,1784151272070570500,1784151276680409000,347000,-4609665000
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,destination_init,after,1,1784151277967818000,1784151273629247300,1784151278243618000,275800000,-4476470700
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,destination_init,after,2,1784151278244489000,1784151273635182100,1784151278245326000,837000,-4609725400
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,destination_init,after,3,1784151278245722000,1784151273636364300,1784151278246430000,708000,-4609711700
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,source_init,before,1,1784151284913447000,1784151280598686500,1784151285213741000,300294000,-4464907500
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,source_init,before,2,1784151285214600000,1784151280605110700,1784151285215096000,496000,-4609737300
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,source_init,before,3,1784151285215382000,1784151280605825800,1784151285215749000,367000,-4609739700
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,source_init,after,1,1784151286872435000,1784151282531393200,1784151287145788000,273353000,-4477718300
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,source_init,after,2,1784151287146596000,1784151282537235100,1784151287147438000,842000,-4609781900
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,6,source_init,after,3,1784151287147746000,1784151282538242300,1784151287148329000,583000,-4609795200
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,destination_init,before,1,1784151317168320000,1784151312847469900,1784151317462512000,294192000,-4467946100
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,destination_init,before,2,1784151317463374000,1784151312853640400,1784151317463896000,522000,-4609994600
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,destination_init,before,3,1784151317464184000,1784151312854331900,1784151317464512000,328000,-4610016100
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,destination_init,after,1,1784151318881496000,1784151314540534400,1784151319155015000,273519000,-4477721100
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,destination_init,after,2,1784151319155836000,1784151314546060000,1784151319156254000,418000,-4609985000
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,destination_init,after,3,1784151319156474000,1784151314546648200,1784151319156826000,352000,-4610001800
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,source_init,before,1,1784151325541331000,1784151321217259700,1784151325832251000,290920000,-4469531300
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,source_init,before,2,1784151325833125000,1784151321223280000,1784151325833567000,442000,-4610066000
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,source_init,before,3,1784151325833850000,1784151321223941200,1784151325834175000,325000,-4610071300
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,source_init,after,1,1784151327627774000,1784151323286976600,1784151327901512000,273738000,-4477666400
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,source_init,after,2,1784151327902299000,1784151323292441100,1784151327902715000,416000,-4610065900
3,20260715T211759Z.30531-b3-on,wm_tcp_large,7,source_init,after,3,1784151327902905000,1784151323292991600,1784151327903236000,331000,-4610078900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,destination_init,before,1,1784151334998652000,1784151330670152100,1784151335285780000,287128000,-4472063900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,destination_init,before,2,1784151335286584000,1784151330676702400,1784151335287090000,506000,-4610134600
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,destination_init,before,3,1784151335287367000,1784151330677414600,1784151335287747000,380000,-4610142400
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,destination_init,after,1,1784151336588045000,1784151332247751000,1784151336862778000,274733000,-4477660500
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,destination_init,after,2,1784151336863632000,1784151332253821600,1784151336864280000,648000,-4610134400
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,destination_init,after,3,1784151336864621000,1784151332254692700,1784151336865033000,412000,-4610134300
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,source_init,before,1,1784151342547944000,1784151338222870600,1784151342838278000,290334000,-4470240400
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,source_init,before,2,1784151342839123000,1784151338229166500,1784151342839625000,502000,-4610207500
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,source_init,before,3,1784151342839896000,1784151338229885500,1784151342840273000,377000,-4610199000
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,source_init,after,1,1784151344650654000,1784151340321177200,1784151344936039000,285385000,-4472169300
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,source_init,after,2,1784151344936807000,1784151340326868800,1784151344937408000,601000,-4610238700
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,7,source_init,after,3,1784151344937721000,1784151340327737400,1784151344938223000,502000,-4610234600
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,destination_init,before,1,1784151352754985000,1784151348432419000,1784151353047486000,292501000,-4468816500
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,destination_init,before,2,1784151353048284000,1784151348438232500,1784151353048758000,474000,-4610288500
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,destination_init,before,3,1784151353049043000,1784151348438937600,1784151353049404000,361000,-4610285900
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,destination_init,after,1,1784151354438709000,1784151350096901600,1784151354711693000,272984000,-4478299400
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,destination_init,after,2,1784151354712407000,1784151350102358000,1784151354712922000,515000,-4610306500
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,destination_init,after,3,1784151354713143000,1784151350103046000,1784151354713542000,399000,-4610296500
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,source_init,before,1,1784151364282615000,1784151359957959800,1784151364573780000,291165000,-4470237700
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,source_init,before,2,1784151364574597000,1784151359964477200,1784151364575121000,524000,-4610381800
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,source_init,before,3,1784151364575372000,1784151359965175400,1784151364575743000,371000,-4610382100
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,source_init,after,1,1784151365531313000,1784151361190077100,1784151365804952000,273639000,-4478055400
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,source_init,after,2,1784151365805743000,1784151361195598800,1784151365806236000,493000,-4610390700
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,7,source_init,after,3,1784151365806488000,1784151361196285400,1784151365806873000,385000,-4610395100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,destination_init,before,1,1784151375241606000,1784151370918524800,1784151375533883000,292277000,-4469219700
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,destination_init,before,2,1784151375534729000,1784151370924512400,1784151375535227000,498000,-4610465600
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,destination_init,before,3,1784151375535518000,1784151370925237900,1784151375535886000,368000,-4610464100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,destination_init,after,1,1784151376807361000,1784151372471266700,1784151377086368000,279007000,-4475597800
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,destination_init,after,2,1784151377087222000,1784151372477716700,1784151377088802000,1580000,-4610295300
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,destination_init,after,3,1784151377089121000,1784151372478940300,1784151377089729000,608000,-4610484700
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,source_init,before,1,1784151383720340000,1784151379392643000,1784151384008665000,288325000,-4471859500
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,source_init,before,2,1784151384009139000,1784151379398865900,1784151384009698000,559000,-4610552600
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,source_init,before,3,1784151384009969000,1784151379399613900,1784151384010365000,396000,-4610553100
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,source_init,after,1,1784151385630721000,1784151381287779000,1784151385902901000,272180000,-4479032000
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,source_init,after,2,1784151385903544000,1784151381293256400,1784151385904156000,612000,-4610593600
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,7,source_init,after,3,1784151385904399000,1784151381294056400,1784151385904847000,448000,-4610566600
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,source_init,before,1,1784151398514986000,1784151394191209700,1784151398806967000,291981000,-4469766800
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,source_init,before,2,1784151398807914000,1784151394197524700,1784151398808443000,529000,-4610653800
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,source_init,before,3,1784151398808728000,1784151394198226200,1784151398809064000,336000,-4610669800
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,source_init,after,1,1784151400425250000,1784151396085278000,1784151400700746000,275496000,-4477720000
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,source_init,after,2,1784151400701586000,1784151396091282900,1784151400702383000,797000,-4610701600
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,source_init,after,3,1784151400702729000,1784151396092336000,1784151400703373000,644000,-4610715000
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,destination_init,before,1,1784151408181749000,1784151403857596800,1784151408473852000,292103000,-4470203700
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,destination_init,before,2,1784151408474606000,1784151403864116200,1784151408475095000,489000,-4610734300
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,destination_init,before,3,1784151408475353000,1784151403864794600,1784151408475695000,342000,-4610729400
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,destination_init,after,1,1784151409720432000,1784151405377267400,1784151409992750000,272318000,-4479323600
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,destination_init,after,2,1784151409993652000,1784151405383339200,1784151409994632000,980000,-4610802800
3,20260715T211759Z.30531-b3-on,wm_tcp_mixed,8,destination_init,after,3,1784151409995036000,1784151405384600200,1784151409995713000,677000,-4610774300
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,source_init,before,1,1784151416944371000,1784151412615691500,1784151417232046000,287675000,-4472517000
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,source_init,before,2,1784151417232886000,1784151412622317900,1784151417233381000,495000,-4610815600
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,source_init,before,3,1784151417233661000,1784151412623030800,1784151417234016000,355000,-4610807700
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,source_init,after,1,1784151418349686000,1784151414007812100,1784151418623118000,273432000,-4478589900
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,source_init,after,2,1784151418623660000,1784151414013070000,1784151418624146000,486000,-4610833000
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,source_init,after,3,1784151418624332000,1784151414013686300,1784151418624657000,325000,-4610808200
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,destination_init,before,1,1784151427333614000,1784151423014113900,1784151427630665000,297051000,-4468025600
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,destination_init,before,2,1784151427631586000,1784151423020957000,1784151427632124000,538000,-4610898000
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,destination_init,before,3,1784151427632441000,1784151423021724900,1784151427632798000,357000,-4610894600
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,destination_init,after,1,1784151429062661000,1784151424722363800,1784151429337967000,275306000,-4477950200
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,destination_init,after,2,1784151429338817000,1784151424728156800,1784151429339317000,500000,-4610910200
3,20260715T211759Z.30531-b3-on,mw_tcp_mixed,8,destination_init,after,3,1784151429339560000,1784151424728831500,1784151429339923000,363000,-4610910000
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,source_init,before,1,1784151439556253000,1784151435231559200,1784151439848047000,291794000,-4470590800
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,source_init,before,2,1784151439848877000,1784151435238144900,1784151439849390000,513000,-4610988600
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,source_init,before,3,1784151439849680000,1784151435238870600,1784151439850037000,357000,-4610987900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,source_init,after,1,1784151441648295000,1784151437310889700,1784151441926565000,278270000,-4476540300
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,source_init,after,2,1784151441927262000,1784151437317133700,1784151441928734000,1472000,-4610864300
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,source_init,after,3,1784151441929020000,1784151437318297100,1784151441929587000,567000,-4611006400
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,destination_init,before,1,1784151449306534000,1784151444976979200,1784151449593354000,286820000,-4472964800
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,destination_init,before,2,1784151449594191000,1784151444983367900,1784151449594738000,547000,-4611096600
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,destination_init,before,3,1784151449595022000,1784151444984151100,1784151449595418000,396000,-4611068900
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,destination_init,after,1,1784151450941065000,1784151446602839500,1784151451218384000,277319000,-4476885000
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,destination_init,after,2,1784151451219236000,1784151446608392100,1784151451219675000,439000,-4611063400
3,20260715T211759Z.30531-b3-on,wm_grpc_mixed,8,destination_init,after,3,1784151451219913000,1784151446609003200,1784151451220274000,361000,-4611090300
