block,run_id,cell,pair,role,phase,sample,q_before_ns,windows_ns,q_after_ns,rtt_ns,offset_windows_minus_q_ns
1,20260715T211759Z.30531-b1-off,wm_tcp_large,4,source_init,after,3,1784150696617533000,1784150692012648700,1784150696617865000,332000,-4605050300
1,20260715T211759Z.30531-b1-off,wm_tcp_large,4,destination_init,before,1,1784150702782362000,1784150698462578200,1784150703073105000,290743000,-4465155300
1,20260715T211759Z.30531-b1-off,wm_tcp_large,4,destination_init,before,2,1784150703073949000,1784150698469106600,1784150703074468000,519000,-4605101900
1,20260715T211759Z.30531-b1-off,wm_tcp_large,4,destination_init,before,3,1784150703074753000,1784150698469834300,1784150703075111000,358000,-4605097700
1,20260715T211759Z.30531-b1-off,wm_tcp_large,4,destination_init,after,1,1784150704489813000,1784150700153671000,1784150704763221000,273408000,-4472846000
1,20260715T211759Z.30531-b1-off,wm_tcp_large,4,destination_init,after,2,1784150704763844000,1784150700158983300,1784150704764253000,409000,-4605065200
1,20260715T211759Z.30531-b1-off,wm_tcp_large,4,destination_init,after,3,1784150704764435000,1784150700159485500,1784150704764733000,298000,-4605098500
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,source_init,before,1,1784150732519071000,1784150728199511200,1784150732810431000,291360000,-4465239800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,source_init,before,2,1784150732811326000,1784150728206247400,1784150732811847000,521000,-4605339100
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,source_init,before,3,1784150732812095000,1784150728206927200,1784150732812457000,362000,-4605348800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,source_init,after,1,1784150734617863000,1784150730282768200,1784150734892784000,274921000,-4472555300
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,source_init,after,2,1784150734893591000,1784150730288496600,1784150734894065000,474000,-4605331400
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,source_init,after,3,1784150734894258000,1784150730289066900,1784150734894598000,340000,-4605361100
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,destination_init,before,1,1784150741994768000,1784150737673874400,1784150742284780000,290012000,-4465899600
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,destination_init,before,2,1784150742285567000,1784150737680431300,1784150742286108000,541000,-4605406200
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,destination_init,before,3,1784150742286447000,1784150737681225200,1784150742286828000,381000,-4605412300
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,destination_init,after,1,1784150743722144000,1784150739387689200,1784150743997562000,275418000,-4472163800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,destination_init,after,2,1784150743998163000,1784150739393006000,1784150743998633000,470000,-4605392000
2,20260715T211759Z.30531-b2-on,wm_tcp_large,1,destination_init,after,3,1784150743998929000,1784150739393706300,1784150743999287000,358000,-4605401700
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,source_init,before,1,1784150750353910000,1784150746030730700,1784150750641158000,287248000,-4466803300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,source_init,before,2,1784150750641939000,1784150746036698700,1784150750642445000,506000,-4605493300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,source_init,before,3,1784150750642725000,1784150746037399900,1784150750643065000,340000,-4605495100
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,source_init,after,1,1784150752450214000,1784150748120065600,1784150752730372000,280158000,-4470227400
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,source_init,after,2,1784150752731239000,1784150748126094000,1784150752732078000,839000,-4605564500
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,source_init,after,3,1784150752732401000,1784150748127210100,1784150752733077000,676000,-4605528900
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,destination_init,before,1,1784150759129287000,1784150754813346600,1784150759424513000,295226000,-4463553400
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,destination_init,before,2,1784150759425448000,1784150754820152800,1784150759425979000,531000,-4605560700
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,destination_init,before,3,1784150759426212000,1784150754820838000,1784150759426574000,362000,-4605555000
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,destination_init,after,1,1784150760747434000,1784150756412604800,1784150761022742000,275308000,-4472483200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,destination_init,after,2,1784150761023592000,1784150756418420300,1784150761024314000,722000,-4605532700
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,1,destination_init,after,3,1784150761024635000,1784150756419378000,1784150761025158000,523000,-4605518500
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,source_init,before,1,1784150768127455000,1784150763805794000,1784150768416978000,289523000,-4466422500
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,source_init,before,2,1784150768417834000,1784150763812476000,1784150768418353000,519000,-4605617500
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,source_init,before,3,1784150768418635000,1784150763813187400,1784150768418990000,355000,-4605625100
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,source_init,after,1,1784150769497765000,1784150765160802200,1784150769770924000,273159000,-4473542300
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,source_init,after,2,1784150769771572000,1784150765166143000,1784150769771933000,361000,-4605609500
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,source_init,after,3,1784150769772121000,1784150765166672600,1784150769772568000,447000,-4605671900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,destination_init,before,1,1784150779639718000,1784150775320035800,1784150779931291000,291573000,-4465468700
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,destination_init,before,2,1784150779932244000,1784150775326788400,1784150779932762000,518000,-4605714600
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,destination_init,before,3,1784150779933004000,1784150775327453800,1784150779933348000,344000,-4605722200
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,destination_init,after,1,1784150781500671000,1784150777165080500,1784150781775220000,274549000,-4472865000
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,destination_init,after,2,1784150781775931000,1784150777170424500,1784150781776421000,490000,-4605751500
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,1,destination_init,after,3,1784150781776615000,1784150777171056400,1784150781776924000,309000,-4605713100
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,source_init,before,1,1784150791981716000,1784150787663610900,1784150792275001000,293285000,-4464747600
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,source_init,before,2,1784150792275812000,1784150787670290200,1784150792276385000,573000,-4605808300
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,source_init,before,3,1784150792276698000,1784150787671064300,1784150792277055000,357000,-4605812200
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,source_init,after,1,1784150793972863000,1784150789637556800,1784150794248045000,275182000,-4472897200
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,source_init,after,2,1784150794248835000,1784150789643281700,1784150794249372000,537000,-4605821800
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,source_init,after,3,1784150794249654000,1784150789644022600,1784150794250043000,389000,-4605825900
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,destination_init,before,1,1784150801608470000,1784150797286913500,1784150801898210000,289740000,-4466426500
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,destination_init,before,2,1784150801899024000,1784150797293382500,1784150801899540000,516000,-4605899500
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,destination_init,before,3,1784150801899785000,1784150797294068700,1784150801900145000,360000,-4605896300
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,destination_init,after,1,1784150803177158000,1784150798840973900,1784150803451677000,274519000,-4473443600
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,destination_init,after,2,1784150803452689000,1784150798847183300,1784150803453556000,867000,-4605939200
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,1,destination_init,after,3,1784150803453965000,1784150798848398900,1784150803454691000,726000,-4605929100
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,destination_init,before,1,1784150817419626000,1784150813099249000,1784150817710132000,290506000,-4465630000
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,destination_init,before,2,1784150817710957000,1784150813105195900,1784150817711464000,507000,-4606014600
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,destination_init,before,3,1784150817711754000,1784150813105918900,1784150817712117000,363000,-4606016600
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,destination_init,after,1,1784150818944522000,1784150814608269800,1784150819218968000,274446000,-4473475200
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,destination_init,after,2,1784150819219866000,1784150814614218100,1784150819220693000,827000,-4606061400
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,destination_init,after,3,1784150819221026000,1784150814615266600,1784150819221654000,628000,-4606073400
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,source_init,before,1,1784150824888597000,1784150820568546400,1784150825179580000,290983000,-4465542100
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,source_init,before,2,1784150825180469000,1784150820574675000,1784150825181000000,531000,-4606059500
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,source_init,before,3,1784150825181277000,1784150820575387900,1784150825181669000,392000,-4606085100
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,source_init,after,1,1784150826758303000,1784150822423605200,1784150827034166000,275863000,-4472629300
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,source_init,after,2,1784150827034717000,1784150822428879200,1784150827035229000,512000,-4606093800
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,2,source_init,after,3,1784150827035422000,1784150822429500400,1784150827035775000,353000,-4606098100
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,destination_init,before,1,1784150834817178000,1784150830498834200,1784150835109982000,292804000,-4464745800
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,destination_init,before,2,1784150835110802000,1784150830504905200,1784150835111338000,536000,-4606164800
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,destination_init,before,3,1784150835111626000,1784150830505655000,1784150835111986000,360000,-4606151000
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,destination_init,after,1,1784150836506605000,1784150832167973500,1784150836778640000,272035000,-4474649000
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,destination_init,after,2,1784150836779393000,1784150832173432600,1784150836779758000,365000,-4606142900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,destination_init,after,3,1784150836779984000,1784150832173993800,1784150836780395000,411000,-4606195700
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,source_init,before,1,1784150847304573000,1784150842981212600,1784150847592983000,288410000,-4467565400
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,source_init,before,2,1784150847593757000,1784150842987745600,1784150847594273000,516000,-4606269400
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,source_init,before,3,1784150847594567000,1784150842988491700,1784150847594924000,357000,-4606253800
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,source_init,after,1,1784150848543805000,1784150844223389800,1784150848834162000,290357000,-4465593700
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,source_init,after,2,1784150848834798000,1784150844228752800,1784150848835253000,455000,-4606272700
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,2,source_init,after,3,1784150848835487000,1784150844229407000,1784150848835868000,381000,-4606270500
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,destination_init,before,1,1784150858336026000,1784150854011525900,1784150858623300000,287274000,-4468137100
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,destination_init,before,2,1784150858623865000,1784150854017734400,1784150858624312000,447000,-4606354100
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,destination_init,before,3,1784150858624582000,1784150854018419300,1784150858624926000,344000,-4606334700
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,destination_init,after,1,1784150859969503000,1784150855636633800,1784150860247579000,278076000,-4471907200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,destination_init,after,2,1784150860248429000,1784150855642488200,1784150860249205000,776000,-4606328800
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,destination_init,after,3,1784150860249586000,1784150855643515900,1784150860250080000,494000,-4606317100
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,source_init,before,1,1784150866889584000,1784150862563898900,1784150867175773000,286189000,-4468779600
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,source_init,before,2,1784150867176704000,1784150862570533400,1784150867177188000,484000,-4606412600
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,source_init,before,3,1784150867177431000,1784150862571208300,1784150867177806000,375000,-4606410200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,source_init,after,1,1784150868956913000,1784150864622895500,1784150869233875000,276962000,-4472498500
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,source_init,after,2,1784150869234726000,1784150864628528100,1784150869235196000,470000,-4606432900
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,2,source_init,after,3,1784150869235439000,1784150864629193600,1784150869235805000,366000,-4606428400
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,destination_init,before,1,1784150876745225000,1784150872424357300,1784150877036358000,291133000,-4466434200
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,destination_init,before,2,1784150877037258000,1784150872431020900,1784150877037783000,525000,-4606499600
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,destination_init,before,3,1784150877038066000,1784150872431744400,1784150877038407000,341000,-4606492100
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,destination_init,after,1,1784150878453089000,1784150874113920200,1784150878724816000,271727000,-4475032300
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,destination_init,after,2,1784150878725558000,1784150874119300700,1784150878725977000,419000,-4606466800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,destination_init,after,3,1784150878726286000,1784150874120022300,1784150878726729000,443000,-4606485200
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,source_init,before,1,1784150885071283000,1784150880755698700,1784150885367658000,296375000,-4463771800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,source_init,before,2,1784150885368502000,1784150880762196700,1784150885369020000,518000,-4606564300
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,source_init,before,3,1784150885369269000,1784150880762880300,1784150885369615000,346000,-4606561700
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,source_init,after,1,1784150887175968000,1784150882838538500,1784150887449637000,273669000,-4474264000
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,source_init,after,2,1784150887450384000,1784150882844040300,1784150887450779000,395000,-4606541200
2,20260715T211759Z.30531-b2-on,wm_tcp_large,2,source_init,after,3,1784150887451009000,1784150882844608400,1784150887451387000,378000,-4606589600
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,destination_init,before,1,1784150894696486000,1784150890374610600,1784150894986383000,289897000,-4466823900
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,destination_init,before,2,1784150894987233000,1784150890380833500,1784150894987713000,480000,-4606639500
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,destination_init,before,3,1784150894987956000,1784150890381483100,1784150894988296000,340000,-4606642900
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,destination_init,after,1,1784150896224562000,1784150891887882300,1784150896499066000,274504000,-4473931700
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,destination_init,after,2,1784150896499618000,1784150891893221100,1784150896500057000,439000,-4606616400
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,destination_init,after,3,1784150896500171000,1784150891893678600,1784150896500458000,287000,-4606635900
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,source_init,before,1,1784150902165328000,1784150897842015900,1784150902454214000,288886000,-4467755100
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,source_init,before,2,1784150902455074000,1784150897848626300,1784150902455603000,529000,-4606712200
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,source_init,before,3,1784150902455857000,1784150897849334700,1784150902456221000,364000,-4606704300
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,source_init,after,1,1784150904093468000,1784150899755316200,1784150904366773000,273305000,-4474804300
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,source_init,after,2,1784150904367579000,1784150899761226200,1784150904368330000,751000,-4606728300
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,3,source_init,after,3,1784150904368660000,1784150899762235300,1784150904369273000,613000,-4606731200
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,destination_init,before,1,1784150912107711000,1784150907782303600,1784150912394090000,286379000,-4468596900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,destination_init,before,2,1784150912394970000,1784150907788455900,1784150912395497000,527000,-4606777600
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,destination_init,before,3,1784150912395781000,1784150907789190800,1784150912396152000,371000,-4606775700
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,destination_init,after,1,1784150913789666000,1784150909454556500,1784150914065957000,276291000,-4473255000
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,destination_init,after,2,1784150914066710000,1784150909460203800,1784150914067282000,572000,-4606792200
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,destination_init,after,3,1784150914067568000,1784150909460977100,1784150914067948000,380000,-4606780900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,source_init,before,1,1784150924221552000,1784150919902708900,1784150924515076000,293524000,-4465605100
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,source_init,before,2,1784150924515927000,1784150919909300600,1784150924516438000,511000,-4606881900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,source_init,before,3,1784150924516727000,1784150919910038000,1784150924517084000,357000,-4606867500
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,source_init,after,1,1784150925679450000,1784150921343824200,1784150925955094000,275644000,-4473447800
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,source_init,after,2,1784150925955589000,1784150921348891900,1784150925955979000,390000,-4606892100
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,3,source_init,after,3,1784150925956116000,1784150921349377200,1784150925956357000,241000,-4606859300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,destination_init,before,1,1784150935452161000,1784150931134167700,1784150935746037000,293876000,-4464931300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,destination_init,before,2,1784150935746820000,1784150931140124900,1784150935747338000,518000,-4606954100
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,destination_init,before,3,1784150935747631000,1784150931140857200,1784150935748000000,369000,-4606958300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,destination_init,after,1,1784150937091185000,1784150932758399900,1784150937370044000,278859000,-4472214600
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,destination_init,after,2,1784150937370881000,1784150932764190900,1784150937371434000,553000,-4606966600
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,destination_init,after,3,1784150937371752000,1784150932765003400,1784150937372169000,417000,-4606957100
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,source_init,before,1,1784150943169906000,1784150938845395200,1784150943457857000,287951000,-4468486300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,source_init,before,2,1784150943458673000,1784150938851893600,1784150943459162000,489000,-4607023900
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,source_init,before,3,1784150943459439000,1784150938852587700,1784150943459794000,355000,-4607028800
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,source_init,after,1,1784150945240730000,1784150940903530900,1784150945515535000,274805000,-4474601600
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,source_init,after,2,1784150945516314000,1784150940909596000,1784150945517007000,693000,-4607064500
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,3,source_init,after,3,1784150945517367000,1784150940910537000,1784150945517887000,520000,-4607090000
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,destination_init,before,1,1784150952983113000,1784150948660623800,1784150953273289000,290176000,-4467577200
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,destination_init,before,2,1784150953273903000,1784150948667074600,1784150953274468000,565000,-4607110900
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,destination_init,before,3,1784150953274650000,1784150948667763700,1784150953275151000,501000,-4607136800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,destination_init,after,1,1784150954678190000,1784150950354880300,1784150954966442000,288252000,-4467435700
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,destination_init,after,2,1784150954967126000,1784150950360244100,1784150954967531000,405000,-4607084400
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,destination_init,after,3,1784150954967762000,1784150950360848100,1784150954968117000,355000,-4607091400
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,source_init,before,1,1784150961325447000,1784150957010078300,1784150961622601000,297154000,-4463945700
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,source_init,before,2,1784150961623384000,1784150957016458600,1784150961623885000,501000,-4607175900
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,source_init,before,3,1784150961624128000,1784150957017125600,1784150961624474000,346000,-4607175400
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,source_init,after,1,1784150963426825000,1784150959088022500,1784150963699805000,272980000,-4475292500
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,source_init,after,2,1784150963700558000,1784150959093568400,1784150963700944000,386000,-4607182600
2,20260715T211759Z.30531-b2-on,wm_tcp_large,3,source_init,after,3,1784150963701174000,1784150959094158200,1784150963701511000,337000,-4607184300
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,source_init,before,1,1784150970925381000,1784150966604204400,1784150971216396000,291015000,-4466684100
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,source_init,before,2,1784150971217159000,1784150966610232200,1784150971217793000,634000,-4607243800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,source_init,before,3,1784150971218089000,1784150966611057300,1784150971218489000,400000,-4607231700
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,source_init,after,1,1784150973016572000,1784150968679382200,1784150973291278000,274706000,-4474542800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,source_init,after,2,1784150973292097000,1784150968685075800,1784150973292566000,469000,-4607255700
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,source_init,after,3,1784150973292850000,1784150968685758000,1784150973293182000,332000,-4607258000
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,destination_init,before,1,1784150980407204000,1784150976083796500,1784150980696531000,289327000,-4468071000
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,destination_init,before,2,1784150980697355000,1784150976090300200,1784150980697873000,518000,-4607313800
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,destination_init,before,3,1784150980698155000,1784150976091023800,1784150980698513000,358000,-4607310200
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,destination_init,after,1,1784150982112543000,1784150977773799900,1784150982385631000,273088000,-4475287100
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,destination_init,after,2,1784150982386359000,1784150977779324200,1784150982386844000,485000,-4607277300
2,20260715T211759Z.30531-b2-on,wm_tcp_large,4,destination_init,after,3,1784150982387078000,1784150977779940800,1784150982387422000,344000,-4607309200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,source_init,before,1,1784150988703943000,1784150984387897800,1784150989000754000,296811000,-4464450700
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,source_init,before,2,1784150989001644000,1784150984394496000,1784150989002124000,480000,-4607388000
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,source_init,before,3,1784150989002407000,1784150984395206600,1784150989002763000,356000,-4607378400
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,source_init,after,1,1784150990789381000,1784150986456864700,1784150991068953000,279572000,-4472302300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,source_init,after,2,1784150991069818000,1784150986462822400,1784150991070754000,936000,-4607463600
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,source_init,after,3,1784150991071114000,1784150986464012300,1784150991071793000,679000,-4607441200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,destination_init,before,1,1784150998517594000,1784150994193061800,1784150998806128000,288534000,-4468799200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,destination_init,before,2,1784150998807012000,1784150994199793200,1784150998807555000,543000,-4607490300
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,destination_init,before,3,1784150998807844000,1784150994200561300,1784150998808217000,373000,-4607469200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,destination_init,after,1,1784151000171504000,1784150995837246300,1784151000449337000,277833000,-4473174200
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,destination_init,after,2,1784151000450216000,1784150995843131600,1784151000450946000,730000,-4607449400
2,20260715T211759Z.30531-b2-on,wm_grpc_mixed,4,destination_init,after,3,1784151000451321000,1784150995844136600,1784151000451832000,511000,-4607439900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,source_init,before,1,1784151006545671000,1784151002223492300,1784151006836459000,290788000,-4467572700
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,source_init,before,2,1784151006837324000,1784151002230053400,1784151006837829000,505000,-4607523100
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,source_init,before,3,1784151006838106000,1784151002230756700,1784151006838451000,345000,-4607521800
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,source_init,after,1,1784151007983092000,1784151003643508600,1784151008255385000,272293000,-4475729900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,source_init,after,2,1784151008255771000,1784151003648412400,1784151008256070000,299000,-4607508100
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,source_init,after,3,1784151008256161000,1784151003648759000,1784151008256446000,285000,-4607544500
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,destination_init,before,1,1784151017134904000,1784151012808779600,1784151017421963000,287059000,-4469653900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,destination_init,before,2,1784151017422661000,1784151012815296600,1784151017423164000,503000,-4607615900
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,destination_init,before,3,1784151017423465000,1784151012816030200,1784151017423828000,363000,-4607616300
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,destination_init,after,1,1784151018831090000,1784151014495934700,1784151019108143000,277053000,-4473681800
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,destination_init,after,2,1784151019108929000,1784151014501547800,1784151019109414000,485000,-4607623700
2,20260715T211759Z.30531-b2-on,mw_tcp_mixed,4,destination_init,after,3,1784151019109700000,1784151014502249600,1784151019110042000,342000,-4607621400
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,source_init,before,1,1784151028423009000,1784151024103199100,1784151028716317000,293308000,-4466463900
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,source_init,before,2,1784151028717157000,1784151024109735500,1784151028717727000,570000,-4607706500
2,20260715T211759Z.30531-b2-on,wm_tcp_mixed,4,source_init,before,3,1784151028718045000,1784151024110533400,1784151028718461000,416000,-4607719600
