block,trace_state,pass,cell,pair,role,run_id,session_id,endpoint_role,initiator_role,interval_kind,interval_name,correlation,start_event,end_event,start_producer_seq,end_producer_seq,start_elapsed_ns,end_elapsed_ns,duration_ns
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,0,1,131300,678400,547100
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,1,2,678400,681300,2900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->manifest_complete_send_begin,,socket_trace_attached,manifest_complete_send_begin,2,3,681300,901200,219900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,manifest_complete_send_begin->manifest_complete_sent,,manifest_complete_send_begin,manifest_complete_sent,3,4,901200,907200,6000
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,manifest_complete_sent->need_batch_received,,manifest_complete_sent,need_batch_received,4,5,907200,1864000,956800
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,need_batch_received->resize_proposed,,need_batch_received,resize_proposed,5,6,1864000,1876300,12300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_proposed->resize_send_begin,,resize_proposed,resize_send_begin,6,7,1876300,1877600,1300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_send_begin->resize_sent,,resize_send_begin,resize_sent,7,8,1877600,1879100,1500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_sent->planner_begin,,resize_sent,planner_begin,8,9,1879100,1879300,200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,planner_begin->planner_end,,planner_begin,planner_end,9,10,1879300,1896000,16700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,planner_end->first_payload_queued,,planner_end,first_payload_queued,10,11,1896000,1898200,2200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,first_payload_queued->socket_write_begin,,first_payload_queued,socket_write_begin,11,12,1898200,1975400,77200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_write_begin->first_socket_write,,socket_write_begin,first_socket_write,12,13,1975400,1983600,8200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,first_socket_write->resize_ack_received,,first_socket_write,resize_ack_received,13,14,1983600,2071500,87900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_ack_received->socket_dial_begin,,resize_ack_received,socket_dial_begin,14,15,2071500,2080300,8800
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,15,16,2080300,2440400,360100
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,16,17,2440400,2441700,1300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->source_settled,,socket_trace_attached,source_settled,17,18,2441700,2443900,2200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,source_settled->resize_proposed,,source_settled,resize_proposed,18,19,2443900,2444800,900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_proposed->resize_send_begin,,resize_proposed,resize_send_begin,19,20,2444800,2445000,200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_send_begin->resize_sent,,resize_send_begin,resize_sent,20,21,2445000,2446500,1500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_sent->resize_ack_received,,resize_sent,resize_ack_received,21,22,2446500,2803100,356600
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_ack_received->socket_dial_begin,,resize_ack_received,socket_dial_begin,22,23,2803100,2809300,6200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,23,24,2809300,3189500,380200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,24,25,3189500,3191200,1700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->source_settled,,socket_trace_attached,source_settled,25,26,3191200,3193400,2200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,source_settled->resize_proposed,,source_settled,resize_proposed,26,27,3193400,3194600,1200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_proposed->resize_send_begin,,resize_proposed,resize_send_begin,27,28,3194600,3194800,200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_send_begin->resize_sent,,resize_send_begin,resize_sent,28,29,3194800,3196500,1700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_sent->resize_ack_received,,resize_sent,resize_ack_received,29,30,3196500,3510500,314000
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_ack_received->socket_dial_begin,,resize_ack_received,socket_dial_begin,30,31,3510500,3516300,5800
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,31,32,3516300,3879700,363400
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,32,33,3879700,3881200,1500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->source_settled,,socket_trace_attached,source_settled,33,34,3881200,3883000,1800
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,source_settled->resize_proposed,,source_settled,resize_proposed,34,35,3883000,3883600,600
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_proposed->resize_send_begin,,resize_proposed,resize_send_begin,35,36,3883600,3883800,200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_send_begin->resize_sent,,resize_send_begin,resize_sent,36,37,3883800,3884700,900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_sent->resize_ack_received,,resize_sent,resize_ack_received,37,38,3884700,4220500,335800
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_ack_received->socket_dial_begin,,resize_ack_received,socket_dial_begin,38,39,4220500,4227000,6500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,39,40,4227000,4613900,386900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,40,41,4613900,4615400,1500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->source_settled,,socket_trace_attached,source_settled,41,42,4615400,4616900,1500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,source_settled->resize_proposed,,source_settled,resize_proposed,42,43,4616900,4617400,500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_proposed->resize_send_begin,,resize_proposed,resize_send_begin,43,44,4617400,4617500,100
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_send_begin->resize_sent,,resize_send_begin,resize_sent,44,45,4617500,4618400,900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_sent->resize_ack_received,,resize_sent,resize_ack_received,45,46,4618400,4920900,302500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_ack_received->socket_dial_begin,,resize_ack_received,socket_dial_begin,46,47,4920900,4925600,4700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,47,48,4925600,5309200,383600
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,48,49,5309200,5310500,1300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->source_settled,,socket_trace_attached,source_settled,49,50,5310500,5311800,1300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,source_settled->resize_proposed,,source_settled,resize_proposed,50,51,5311800,5312100,300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_proposed->resize_send_begin,,resize_proposed,resize_send_begin,51,52,5312100,5312300,200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_send_begin->resize_sent,,resize_send_begin,resize_sent,52,53,5312300,5313200,900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_sent->resize_ack_received,,resize_sent,resize_ack_received,53,54,5313200,5669900,356700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_ack_received->socket_dial_begin,,resize_ack_received,socket_dial_begin,54,55,5669900,5674500,4600
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,55,56,5674500,6061700,387200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,56,57,6061700,6062900,1200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->source_settled,,socket_trace_attached,source_settled,57,58,6062900,6064200,1300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,source_settled->resize_proposed,,source_settled,resize_proposed,58,59,6064200,6064700,500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_proposed->resize_send_begin,,resize_proposed,resize_send_begin,59,60,6064700,6064900,200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_send_begin->resize_sent,,resize_send_begin,resize_sent,60,61,6064900,6065700,800
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_sent->resize_ack_received,,resize_sent,resize_ack_received,61,62,6065700,6372400,306700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,resize_ack_received->socket_dial_begin,,resize_ack_received,socket_dial_begin,62,63,6372400,6377300,4900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_begin->socket_dial_end,,socket_dial_begin,socket_dial_end,63,64,6377300,6768400,391100
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_dial_end->socket_trace_attached,,socket_dial_end,socket_trace_attached,64,65,6768400,6769700,1300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,socket_trace_attached->source_settled,,socket_trace_attached,source_settled,65,66,6769700,6771000,1300
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,source_settled->data_plane_complete,,source_settled,data_plane_complete,66,67,6771000,1194918900,1188147900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,adjacent_local_timeline,data_plane_complete->summary_received,,data_plane_complete,summary_received,67,68,1194918900,1199082800,4163900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=0;socket=0,socket_dial_begin,socket_dial_end,0,1,131300,678400,547100
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=1;socket=0,socket_dial_begin,socket_dial_end,15,16,2080300,2440400,360100
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=2;socket=0,socket_dial_begin,socket_dial_end,23,24,2809300,3189500,380200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=3;socket=0,socket_dial_begin,socket_dial_end,31,32,3516300,3879700,363400
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=4;socket=0,socket_dial_begin,socket_dial_end,39,40,4227000,4613900,386900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=5;socket=0,socket_dial_begin,socket_dial_end,47,48,4925600,5309200,383600
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=6;socket=0,socket_dial_begin,socket_dial_end,55,56,5674500,6061700,387200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_dial_begin->socket_dial_end,epoch=7;socket=0,socket_dial_begin,socket_dial_end,63,64,6377300,6768400,391100
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,manifest_complete_send_begin->manifest_complete_sent,,manifest_complete_send_begin,manifest_complete_sent,3,4,901200,907200,6000
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,planner_begin->planner_end,batch=0,planner_begin,planner_end,9,10,1879300,1896000,16700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,resize_send_begin->resize_sent,epoch=1,resize_send_begin,resize_sent,7,8,1877600,1879100,1500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,resize_send_begin->resize_sent,epoch=2,resize_send_begin,resize_sent,20,21,2445000,2446500,1500
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,resize_send_begin->resize_sent,epoch=3,resize_send_begin,resize_sent,28,29,3194800,3196500,1700
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,resize_send_begin->resize_sent,epoch=4,resize_send_begin,resize_sent,36,37,3883800,3884700,900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,resize_send_begin->resize_sent,epoch=5,resize_send_begin,resize_sent,44,45,4617500,4618400,900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,resize_send_begin->resize_sent,epoch=6,resize_send_begin,resize_sent,52,53,5312300,5313200,900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,resize_send_begin->resize_sent,epoch=7,resize_send_begin,resize_sent,60,61,6064900,6065700,800
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,socket_write_begin->first_socket_write,epoch=0;socket=0,socket_write_begin,first_socket_write,12,13,1975400,1983600,8200
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,SOURCE,SOURCE,named_local_span,data_plane_complete->summary_received,,data_plane_complete,summary_received,67,68,1194918900,1199082800,4163900
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_accept_begin->socket_accept_end,,socket_accept_begin,socket_accept_end,0,1,562875,1872125,1309250
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_accept_end->socket_trace_attached,,socket_accept_end,socket_trace_attached,1,2,1872125,1876166,4041
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_trace_attached->manifest_complete_received,,socket_trace_attached,manifest_complete_received,2,3,1876166,2013791,137625
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,manifest_complete_received->need_batch_send_begin,,manifest_complete_received,need_batch_send_begin,3,4,2013791,2574375,560584
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,need_batch_send_begin->need_batch_sent,,need_batch_send_begin,need_batch_sent,4,5,2574375,2578375,4000
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,need_batch_sent->resize_received,,need_batch_sent,resize_received,5,6,2578375,2984916,406541
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_received->resize_arm_queue_begin,,resize_received,resize_arm_queue_begin,6,7,2984916,2987875,2959
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_arm_queue_begin->destination_prepared,,resize_arm_queue_begin,destination_prepared,7,8,2987875,2988833,958
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,destination_prepared->resize_ack_send_begin,,destination_prepared,resize_ack_send_begin,8,9,2988833,2989208,375
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_ack_send_begin->resize_ack_sent,,resize_ack_send_begin,resize_ack_sent,9,10,2989208,2992583,3375
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_ack_sent->resize_arm_ready,,resize_ack_sent,resize_arm_ready,10,11,2992583,2998875,6292
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_arm_ready->socket_accept_begin,,resize_arm_ready,socket_accept_begin,11,12,2998875,2999916,1041
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_accept_begin->first_payload_received,,socket_accept_begin,first_payload_received,12,13,2999916,3118916,119000
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,first_payload_received->socket_accept_end,,first_payload_received,socket_accept_end,13,14,3118916,3622041,503125
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_accept_end->socket_trace_attached,,socket_accept_end,socket_trace_attached,14,15,3622041,3625791,3750
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_trace_attached->resize_received,,socket_trace_attached,resize_received,15,16,3625791,3736875,111084
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_received->resize_arm_queue_begin,,resize_received,resize_arm_queue_begin,16,17,3736875,3739583,2708
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_arm_queue_begin->destination_prepared,,resize_arm_queue_begin,destination_prepared,17,18,3739583,3740291,708
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,destination_prepared->resize_ack_send_begin,,destination_prepared,resize_ack_send_begin,18,19,3740291,3740833,542
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_ack_send_begin->resize_arm_ready,,resize_ack_send_begin,resize_arm_ready,19,20,3740833,3743416,2583
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_arm_ready->resize_ack_sent,,resize_arm_ready,resize_ack_sent,20,21,3743416,3744208,792
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,resize_ack_sent->socket_accept_begin,,resize_ack_sent,socket_accept_begin,21,22,3744208,3744333,125
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_accept_begin->socket_accept_end,,socket_accept_begin,socket_accept_end,22,23,3744333,4332916,588583
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_accept_end->socket_trace_attached,,socket_accept_end,socket_trace_attached,23,24,4332916,4338958,6042
2,on,reverse,wm_tcp_large,1,source_init,20260715T211759Z.30531-b2-on,e4cd0283c7f410c9,DESTINATION,SOURCE,adjacent_local_timeline,socket_trace_attached->resize_received,,socket_trace_attached,resize_received,24,25,4338958,4440541,101583
