block,run_id,cell,pair,role,phase,sample,q_before_ns,windows_ns,q_after_ns,rtt_ns,offset_windows_minus_q_ns
0,preflight,clock_batch,0,source_init,preflight,1,1784150293518024000,1784150289206445100,1784150293793445000,275421000,-4449289400
0,preflight,clock_batch,0,source_init,preflight,2,1784150293794219000,1784150289211938100,1784150293794664000,445000,-4582503400
0,preflight,clock_batch,0,source_init,preflight,3,1784150293794934000,1784150289212593800,1784150293795264000,330000,-4582505200
