block,trace_state,pass,cell,role,pair,role_order,transfer_ms,settled_ms,flush_ms,total_ms,landed_root,tree_manifest_sha256,exit,drain,valid,run_id,session_id,client_log
3,on,forward,wm_grpc_mixed,source_init,7,2,1388,458,87,1683,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,,client/b3_wm_grpc_mixed_p7_source_init.windows.err
3,on,forward,mw_tcp_mixed,destination_init,7,1,965,429,1133,2277,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,a520311e81907843,client/b3_mw_tcp_mixed_p7_destination_init.windows.err
3,on,forward,mw_tcp_mixed,source_init,7,2,815,404,1147,2116,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,be925ac1b1515ba3,client/b3_mw_tcp_mixed_p7_source_init.err
3,on,forward,wm_tcp_mixed,destination_init,7,1,1131,417,86,1384,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,a69f408f26e92594,client/b3_wm_tcp_mixed_p7_destination_init.err
3,on,forward,wm_tcp_mixed,source_init,7,2,1203,451,87,1491,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,bf1333b7310bb7b7,client/b3_wm_tcp_mixed_p7_source_init.windows.err
3,on,forward,wm_tcp_mixed,source_init,8,1,1197,453,79,1479,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,6ab61bc1b3b0b803,client/b3_wm_tcp_mixed_p8_source_init.windows.err
3,on,forward,wm_tcp_mixed,destination_init,8,2,1107,407,77,1341,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,03a50fb692c9ae8b,client/b3_wm_tcp_mixed_p8_destination_init.err
3,on,forward,mw_tcp_mixed,source_init,8,1,979,385,999,2113,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,95d483d292bdb987,client/b3_mw_tcp_mixed_p8_source_init.err
3,on,forward,mw_tcp_mixed,destination_init,8,2,976,478,1127,2331,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,1a7d96fb08f534d2,client/b3_mw_tcp_mixed_p8_destination_init.windows.err
3,on,forward,wm_grpc_mixed,source_init,8,1,1381,458,86,1675,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,,client/b3_wm_grpc_mixed_p8_source_init.windows.err
3,on,forward,wm_grpc_mixed,destination_init,8,2,1210,404,75,1439,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b3-on,,client/b3_wm_grpc_mixed_p8_destination_init.err
3,on,forward,wm_tcp_large,source_init,8,1,1355,475,0,1580,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b3-on,df400c397358ed0c,client/b3_wm_tcp_large_p8_source_init.windows.err
3,on,forward,wm_tcp_large,destination_init,8,2,1262,421,0,1433,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b3-on,8310aeda07face7c,client/b3_wm_tcp_large_p8_destination_init.err
4,off,reverse,wm_tcp_large,source_init,5,1,1358,467,0,1575,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p5_source_init.windows.err
4,off,reverse,wm_tcp_large,destination_init,5,2,1275,417,0,1442,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p5_destination_init.err
4,off,reverse,wm_grpc_mixed,source_init,5,1,1326,448,87,1611,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p5_source_init.windows.err
4,off,reverse,wm_grpc_mixed,destination_init,5,2,1213,416,85,1464,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p5_destination_init.err
4,off,reverse,mw_tcp_mixed,source_init,5,1,996,388,1128,2262,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p5_source_init.err
4,off,reverse,mw_tcp_mixed,destination_init,5,2,967,484,1137,2338,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p5_destination_init.windows.err
4,off,reverse,wm_tcp_mixed,source_init,5,1,1266,450,87,1553,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p5_source_init.windows.err
4,off,reverse,wm_tcp_mixed,destination_init,5,2,1129,406,75,1360,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p5_destination_init.err
4,off,reverse,wm_tcp_mixed,destination_init,6,1,1092,407,75,1324,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p6_destination_init.err
4,off,reverse,wm_tcp_mixed,source_init,6,2,1159,452,87,1448,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p6_source_init.windows.err
4,off,reverse,mw_tcp_mixed,destination_init,6,1,976,485,1138,2349,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p6_destination_init.windows.err
4,off,reverse,mw_tcp_mixed,source_init,6,2,798,417,1143,2108,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p6_source_init.err
4,off,reverse,wm_grpc_mixed,destination_init,6,1,1197,403,75,1425,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p6_destination_init.err
4,off,reverse,wm_grpc_mixed,source_init,6,2,1392,463,87,1692,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p6_source_init.windows.err
4,off,reverse,wm_tcp_large,destination_init,6,1,1259,414,0,1423,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p6_destination_init.err
4,off,reverse,wm_tcp_large,source_init,6,2,1357,469,0,1576,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p6_source_init.windows.err
4,off,reverse,wm_tcp_mixed,destination_init,7,1,1108,391,90,1339,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p7_destination_init.err
4,off,reverse,wm_tcp_mixed,source_init,7,2,1220,450,85,1505,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p7_source_init.windows.err
4,off,reverse,mw_tcp_mixed,destination_init,7,1,1012,444,615,1821,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p7_destination_init.windows.err
4,off,reverse,mw_tcp_mixed,source_init,7,2,811,392,1165,2118,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p7_source_init.err
4,off,reverse,wm_grpc_mixed,destination_init,7,1,1210,402,86,1448,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p7_destination_init.err
4,off,reverse,wm_grpc_mixed,source_init,7,2,1359,455,84,1648,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p7_source_init.windows.err
4,off,reverse,wm_tcp_large,destination_init,7,1,1258,401,0,1409,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p7_destination_init.err
4,off,reverse,wm_tcp_large,source_init,7,2,1351,464,0,1565,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p7_source_init.windows.err
4,off,reverse,wm_tcp_large,source_init,8,1,1359,467,0,1576,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p8_source_init.windows.err
4,off,reverse,wm_tcp_large,destination_init,8,2,1260,419,0,1429,src_large,53d97ba62b210d01239d23ef1dc2acbd3f86b295285d4d2a9f195956f6597b47,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_large_p8_destination_init.err
4,off,reverse,wm_grpc_mixed,source_init,8,1,1383,454,85,1672,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p8_source_init.windows.err
4,off,reverse,wm_grpc_mixed,destination_init,8,2,1174,412,89,1425,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_grpc_mixed_p8_destination_init.err
4,off,reverse,mw_tcp_mixed,source_init,8,1,946,386,1029,2111,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p8_source_init.err
4,off,reverse,mw_tcp_mixed,destination_init,8,2,997,443,1130,2320,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_mw_tcp_mixed_p8_destination_init.windows.err
4,off,reverse,wm_tcp_mixed,source_init,8,1,1269,447,85,1551,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p8_source_init.windows.err
4,off,reverse,wm_tcp_mixed,destination_init,8,2,1101,410,88,1349,src_mixed,7a65eb041da50fe0d51a4e2b1ff2c3960e93b19fa19f6ede54c7e9e73cff9035,0,drained,yes,20260715T211759Z.30531-b4-off,,client/b4_wm_tcp_mixed_p8_destination_init.err
